p_1_x,p_1_y,p_1_z,p_2_x,p_2_y,p_2_z,p_3_x,p_3_y,p_3_z,p_4_x,p_4_y,p_4_z,p_5_x,p_5_y,p_5_z,p_6_x,p_6_y,p_6_z,p_7_x,p_7_y,p_7_z,p_8_x,p_8_y,p_8_z,p_9_x,p_9_y,p_9_z,p_10_x,p_10_y,p_10_z,p_11_x,p_11_y,p_11_z,p_12_x,p_12_y,p_12_z,p_13_x,p_13_y,p_13_z,p_14_x,p_14_y,p_14_z,p_15_x,p_15_y,p_15_z,p_16_x,p_16_y,p_16_z,p_17_x,p_17_y,p_17_z,p_18_x,p_18_y,p_18_z,p_19_x,p_19_y,p_19_z,p_20_x,p_20_y,p_20_z,p_21_x,p_21_y,p_21_z,sign,d
0.726977527141571,0.3255620002746582,-2.7547312129172496e-05,0.776913046836853,0.2401208579540252,0.0149963814765214,0.7911648154258728,0.1578349471092224,0.0190955661237239,0.7925578951835632,0.0912944227457046,0.0297935903072357,0.7884358763694763,0.0555126033723354,0.0522826090455055,0.6812048554420471,0.1103425472974777,-0.0212277453392744,0.6629987955093384,0.0229725539684295,0.0036892162170261,0.6638462543487549,-0.0089997425675392,0.0545750670135021,0.6632938385009766,-0.0199766680598258,0.0919499769806861,0.6320252418518066,0.1461456418037414,-0.0170011147856712,0.59177565574646,0.0568008348345756,-0.0079629300162196,0.5748373866081238,0.0159668177366256,0.029239697381854,0.5644133687019348,-0.0071109980344772,0.0619913190603256,0.5989553332328796,0.1962915360927581,-0.0081920213997364,0.5484544634819031,0.1182824373245239,0.0044882064685225,0.5186501145362854,0.0780894085764885,0.0280454996973276,0.4990697205066681,0.0495563298463821,0.0460538901388645,0.5844802260398865,0.2564250528812408,0.0051287258975207,0.5364359617233276,0.2049480974674224,0.0152031946927309,0.5045384168624878,0.1832992136478424,0.0152197210118174,0.4818163514137268,0.1671243607997894,0.0167294219136238,0,0.32630157443710617
0.7319431900978088,0.3636314868927002,4.187205377093051e-06,0.7733834385871887,0.2639250159263611,0.0448487438261508,0.7807691693305969,0.1750814616680145,0.0642803758382797,0.7878663539886475,0.1013937443494796,0.0826494395732879,0.7911930084228516,0.0594494640827178,0.1081923097372055,0.678952157497406,0.1301872879266739,0.0276397075504064,0.6500299572944641,0.0469925552606582,0.0773598179221153,0.648454487323761,0.0277709290385246,0.1324214935302734,0.6502890586853027,0.0228248536586761,0.1658439487218856,0.6356645822525024,0.1623461097478866,0.0219267476350069,0.5888379812240601,0.0764138326048851,0.0497563928365707,0.5706878900527954,0.0435360074043273,0.0846643149852752,0.562996506690979,0.0250865817070007,0.1084710508584976,0.6041724681854248,0.2058579921722412,0.0191698689013719,0.5457598567008972,0.1255502551794052,0.0257538743317127,0.5100572109222412,0.0731629356741905,0.0304001793265342,0.4862732291221618,0.029774896800518,0.0332791209220886,0.5881223082542419,0.2592374682426452,0.0247480943799018,0.5260652303695679,0.2201270759105682,0.0320705212652683,0.4912431240081787,0.1967795938253402,0.0277822893112897,0.4649434685707092,0.1720695793628692,0.018635531887412,0,0.3451406273092886
0.7296575903892517,0.3671604990959167,-2.8649161322391592e-05,0.7699297666549683,0.2598735690116882,0.0450711883604526,0.7785419225692749,0.1690694391727447,0.0593637265264987,0.7879911065101624,0.0947832465171814,0.0723711177706718,0.7955524921417236,0.0478466749191284,0.0924795120954513,0.6742125749588013,0.127378225326538,0.0177135895937681,0.6516467928886414,0.0438464879989624,0.0690594390034675,0.6570722460746765,0.0297978371381759,0.1221820190548896,0.6622430086135864,0.0258014351129531,0.1494008600711822,0.6301203966140747,0.1627452224493026,0.0104189813137054,0.5859866142272949,0.0693711936473846,0.0386352092027664,0.5725006461143494,0.0331019312143325,0.0751588270068168,0.5668388605117798,0.0096197724342346,0.1010697111487388,0.5991961359977722,0.2078960835933685,0.0084202596917748,0.5393092632293701,0.1248557865619659,0.0222759656608104,0.5080315470695496,0.0748977288603782,0.0342140272259712,0.4884505271911621,0.0345207303762435,0.0420195385813713,0.5851601362228394,0.2606332302093506,0.0149094080552458,0.5235964059829712,0.2216453403234481,0.027726287022233,0.4892172813415527,0.1974171996116638,0.0294733382761478,0.4633619487285614,0.1737692356109619,0.0272593759000301,0,0.3552563137008553
0.7352873086929321,0.3648166358470917,-4.998733493266627e-05,0.7840402126312256,0.2612729668617248,0.0478697754442691,0.7942858338356018,0.1709919571876526,0.0692468956112861,0.7923119068145752,0.0966776311397552,0.0898168981075286,0.781674325466156,0.0569848269224166,0.1204820126295089,0.6843593716621399,0.1263356655836105,0.03317791223526,0.6605311632156372,0.0279206484556198,0.070261649787426,0.6577534079551697,-0.0110222697257995,0.1129787266254425,0.6605557799339294,-0.0281581282615661,0.1427304297685623,0.6357598304748535,0.1575929224491119,0.0291252750903368,0.5908362865447998,0.0597013756632804,0.0530946590006351,0.5736730098724365,0.0180947631597518,0.089872196316719,0.5661849975585938,-0.0071436762809753,0.115677960216999,0.6022679209709167,0.2020105123519897,0.0298957880586385,0.5469522476196289,0.1197956278920173,0.0431424938142299,0.5135433673858643,0.0693234577775001,0.0565382912755012,0.4933643341064453,0.0287680476903915,0.0643844455480575,0.5863631367683411,0.2564390301704407,0.0379860661923885,0.5255215167999268,0.2218126654624939,0.0545399412512779,0.4892469048500061,0.1985676288604736,0.0583821907639503,0.4625744819641113,0.1738135814666748,0.0575678497552871,0,0.3398141668785926
0.7319486141204834,0.3586272597312927,-3.462973108980805e-05,0.7813044190406799,0.2536207735538482,0.0439640656113624,0.795088529586792,0.1665003895759582,0.0626837611198425,0.7927605509757996,0.092699147760868,0.0829503014683723,0.775663435459137,0.0557040572166442,0.1151148453354835,0.6836023330688477,0.1218077540397644,0.0267516169697046,0.6615082621574402,0.0169444680213928,0.0565360635519027,0.6583279967308044,-0.0306528806686401,0.0917566865682601,0.66180419921875,-0.0551424771547317,0.1151071563363075,0.633851170539856,0.1538612097501754,0.0226126424968242,0.5884289145469666,0.0496077686548233,0.0335229225456714,0.5675215721130371,-0.0044717788696289,0.0586001984775066,0.5585949420928955,-0.0400836914777755,0.0769441947340965,0.6004720330238342,0.2001936584711074,0.0242778789252042,0.5417461395263672,0.1179681122303009,0.0324091874063015,0.5059889554977417,0.0652225837111473,0.0409547016024589,0.4843658208847046,0.0231858342885971,0.0449716299772262,0.5855216979980469,0.2567568719387054,0.032985258847475,0.5231954455375671,0.2215277254581451,0.0466759391129016,0.4870398044586181,0.1961755752563476,0.0481402464210987,0.4615545272827148,0.1686530411243438,0.0448870286345481,0,0.3337991599174057
0.7346646785736084,0.3724964261054992,-2.9074586564092897e-05,0.7832324504852295,0.2657615840435028,0.0423255339264869,0.7934574484825134,0.1722760647535324,0.0639538764953613,0.7903900742530823,0.0953159481287002,0.0861239433288574,0.7821205258369446,0.0505213290452957,0.1194385066628456,0.6842532753944397,0.1240261644124984,0.039077490568161,0.6632879376411438,0.028633177280426,0.0773027762770652,0.660466194152832,-0.01054148375988,0.1201979517936706,0.6603142023086548,-0.0281517058610916,0.1495785266160965,0.6346702575683594,0.1562516242265701,0.0365702994167804,0.5913954377174377,0.0629448294639587,0.0613672919571399,0.5759944915771484,0.0239558964967727,0.0963112488389015,0.5685733556747437,0.0019629299640655,0.1216183379292488,0.6005616188049316,0.2008706480264663,0.0391607582569122,0.5455919504165649,0.1216608732938766,0.05115956813097,0.5133301019668579,0.0700162500143051,0.0622849613428115,0.4939337372779846,0.0285261124372482,0.0698967948555946,0.584068775177002,0.2562015950679779,0.0470831245183944,0.523527979850769,0.2213543802499771,0.0618538483977317,0.4885203242301941,0.1957037299871444,0.0616468489170074,0.4635486006736755,0.1694749891757965,0.0577928349375724,0,0.34005594357498625
0.7338529825210571,0.3648395538330078,-4.706743129645474e-05,0.7832531929016113,0.2595201730728149,0.0468911305069923,0.7946102619171143,0.1697414368391037,0.0694744288921356,0.7909756898880005,0.0967718288302421,0.0944066494703292,0.7734584808349609,0.0596984103322029,0.1323190480470657,0.6840465664863586,0.1241659969091415,0.0327478945255279,0.6591354012489319,0.0241076350212097,0.0709020122885704,0.6559025049209595,-0.0183360576629638,0.114439308643341,0.6596997380256653,-0.0382585376501083,0.1433900594711303,0.6341124773025513,0.1568826138973236,0.0294211525470018,0.5884549021720886,0.0555680841207504,0.0465967133641243,0.56710284948349,0.0049123018980026,0.0781141519546508,0.5582334995269775,-0.0276595801115036,0.101434625685215,0.6006622314453125,0.2036341577768325,0.032182291150093,0.5433641076087952,0.1217775642871856,0.0433751232922077,0.5060971975326538,0.0696664452552795,0.0554841831326484,0.4834239780902862,0.0287463068962097,0.0622819475829601,0.5855463743209839,0.260878711938858,0.0420214086771011,0.523984432220459,0.2251464873552322,0.058679960668087,0.4866814613342285,0.200263500213623,0.0615944229066371,0.4600275158882141,0.1743028908967971,0.0603404119610786,0,0.3337261703147197
0.7328898310661316,0.3623960018157959,-2.198484980908688e-05,0.7857859134674072,0.2594165802001953,0.0378034301102161,0.7971975803375244,0.1696731448173523,0.0585171170532703,0.7895791530609131,0.0971153900027275,0.0825935006141662,0.7745800018310547,0.0564489960670471,0.1196497529745101,0.6865027546882629,0.1220310777425766,0.0234371460974216,0.6631420850753784,0.0250844955444335,0.0541265197098255,0.6586632132530212,-0.0212866216897964,0.0896024405956268,0.6607086062431335,-0.0464076548814773,0.1114526987075805,0.6344512701034546,0.1551899462938308,0.0212922655045986,0.5883994102478027,0.0570932775735855,0.0328994281589984,0.5657646656036377,0.0056412667036056,0.0578111745417118,0.5558885931968689,-0.0286970138549804,0.072286270558834,0.6001169085502625,0.2022733390331268,0.0243567619472742,0.5425565838813782,0.1243137940764427,0.0289077572524547,0.5046892762184143,0.0699785351753234,0.0358780622482299,0.4813669919967651,0.0258379280567169,0.0370219312608242,0.5849556922912598,0.2596191763877868,0.0330255180597305,0.5247102379798889,0.2265612632036209,0.0427249856293201,0.4882093667984009,0.2017360776662826,0.0413094982504844,0.4607184827327728,0.1747400909662246,0.0345482639968395,0,0.3354129340128782
0.7316691279411316,0.3654626309871673,-2.1577492589131e-05,0.7858605980873108,0.2623263001441955,0.0438252091407775,0.7962126731872559,0.1711922436952591,0.0701523497700691,0.7879712581634521,0.0985989719629287,0.0990631580352783,0.7722086906433105,0.0605080127716064,0.1412470936775207,0.6865136027336121,0.1233928799629211,0.0355813354253768,0.6624279618263245,0.0282190591096878,0.0700162425637245,0.6575639247894287,-0.0176424235105514,0.1071621552109718,0.6593865156173706,-0.0413820594549179,0.1305471062660217,0.6351410746574402,0.155141532421112,0.0323437079787254,0.5883303284645081,0.0565645769238472,0.0461390651762485,0.5656775236129761,0.005268782377243,0.0721896290779113,0.5553843379020691,-0.0287695080041885,0.0870555862784385,0.6004590392112732,0.2009194791316986,0.0340478159487247,0.5433239936828613,0.1216316968202591,0.0399211123585701,0.5052533149719238,0.0678972452878952,0.0477697551250457,0.4816413521766662,0.0249291509389877,0.0499261729419231,0.5840270519256592,0.2568753361701965,0.041967399418354,0.5238455533981323,0.2226587682962417,0.0535110235214233,0.4869271516799927,0.1980847120285034,0.0532839782536029,0.4589358568191528,0.1717787086963653,0.0476636067032814,0,0.33244704267566966
0.7352049946784973,0.3624850511550903,-7.604839083796833e-06,0.7878391742706299,0.2599933743476867,0.0332616418600082,0.7978116273880005,0.1694030910730362,0.0549724474549293,0.7890256643295288,0.097562737762928,0.0779951214790344,0.7742425203323364,0.0595915243029594,0.1134746447205543,0.6859166026115417,0.1195898652076721,0.0368645079433918,0.6614848375320435,0.0231406539678573,0.0653651356697082,0.6556185483932495,-0.023752823472023,0.094126284122467,0.6565552949905396,-0.0497068464756011,0.110252097249031,0.6349080801010132,0.1521971821784973,0.0327874459326267,0.5890264511108398,0.0544698610901832,0.0447549782693386,0.5638325214385986,-8.58306884765625e-06,0.0625585094094276,0.5516445636749268,-0.0363281220197677,0.0719142258167266,0.6011399626731873,0.1992344260215759,0.0314204022288322,0.5443130731582642,0.1204028949141502,0.036665454506874,0.5063803791999817,0.0664480552077293,0.0403830707073211,0.4821669459342956,0.022834226489067,0.0386056005954742,0.5846881866455078,0.2582301497459411,0.0346035324037075,0.5253323316574097,0.2244474440813064,0.0441023260354995,0.4886062741279602,0.1985629349946975,0.0411653593182563,0.4604020118713379,0.170344203710556,0.0338260233402252,0,0.33280928584854713
